意图,问题,回应
取消情形,我可以因紧急情况取消吗？,不用担心。如果您因为紧急或不可避免的情况需要取消预订，我们可以提供帮助： 我们的特殊情况政策在以下情况下承保： 政府旅行要求的变化。政府机构对签证或护照要求的意外更改阻止了前往目的地的旅行。这不包括丢失或过期的旅行证件或与客人旅行授权相关的其他个人情况。宣布紧急情况和流行病。政府宣布地方或国家紧急情况、流行病、流行病和公共卫生紧急情况。这不包括地方病或通常与某个地区相关的疾病——例如泰国的疟疾或夏威夷的登革热。政府旅行限制。政府机构施加的旅行限制，阻止或禁止前往、停留或返回列表地点。这不包括不具约束力的旅行建议和类似的政府指导。军事行动和其他敌对行动。战争行为、敌对行动、入侵、内战、恐怖主义、爆炸、爆炸、叛乱、骚乱、起义、内乱和内乱。自然灾害。自然灾害、不可抗力、基本公用设施的大规模停电、火山爆发、海啸以及其他恶劣和异常的天气事件。这不包括在该地区可以预见的足够普遍的天气或自然条件，例如佛罗里达州飓风季节发生的飓风。 1. 确保您有任何所需的文件 2. 选择我有特殊情况取消您的住宿或爱彼迎体验 3. 联络我们提出索赔，我们将引导您完成接下来的步骤，其中包括提交任何所需文件并等待我们的团队审核您的案例 重要提示：索赔必须在取消后 14 天内提交。
取消情形,我可以在入住期间取消吗？,不用担心。如果您因为紧急或不可避免的情况需要取消预订，我们可以提供帮助： 我们的特殊情况政策在以下情况下承保： 政府旅行要求的变化。政府机构对签证或护照要求的意外更改阻止了前往目的地的旅行。这不包括丢失或过期的旅行证件或与客人旅行授权相关的其他个人情况。宣布紧急情况和流行病。政府宣布地方或国家紧急情况、流行病、流行病和公共卫生紧急情况。这不包括地方病或通常与某个地区相关的疾病——例如泰国的疟疾或夏威夷的登革热。政府旅行限制。政府机构施加的旅行限制，阻止或禁止前往、停留或返回列表地点。这不包括不具约束力的旅行建议和类似的政府指导。军事行动和其他敌对行动。战争行为、敌对行动、入侵、内战、恐怖主义、爆炸、爆炸、叛乱、骚乱、起义、内乱和内乱。自然灾害。自然灾害、不可抗力、基本公用设施的大规模停电、火山爆发、海啸以及其他恶劣和异常的天气事件。这不包括在该地区可以预见的足够普遍的天气或自然条件，例如佛罗里达州飓风季节发生的飓风。 1. 确保您有任何所需的文件 2. 选择我有特殊情况取消您的住宿或爱彼迎体验 3. 联络我们提出索赔，我们将引导您完成接下来的步骤，其中包括提交任何所需文件并等待我们的团队审核您的案例 重要提示：索赔必须在取消后 14 天内提交。
取消情形,取消的条件是什么？,不用担心。如果您因为紧急或不可避免的情况需要取消预订，我们可以提供帮助： 我们的特殊情况政策在以下情况下承保： 政府旅行要求的变化。政府机构对签证或护照要求的意外更改阻止了前往目的地的旅行。这不包括丢失或过期的旅行证件或与客人旅行授权相关的其他个人情况。宣布紧急情况和流行病。政府宣布地方或国家紧急情况、流行病、流行病和公共卫生紧急情况。这不包括地方病或通常与某个地区相关的疾病——例如泰国的疟疾或夏威夷的登革热。政府旅行限制。政府机构施加的旅行限制，阻止或禁止前往、停留或返回列表地点。这不包括不具约束力的旅行建议和类似的政府指导。军事行动和其他敌对行动。战争行为、敌对行动、入侵、内战、恐怖主义、爆炸、爆炸、叛乱、骚乱、起义、内乱和内乱。自然灾害。自然灾害、不可抗力、基本公用设施的大规模停电、火山爆发、海啸以及其他恶劣和异常的天气事件。这不包括在该地区可以预见的足够普遍的天气或自然条件，例如佛罗里达州飓风季节发生的飓风。 1. 确保您有任何所需的文件 2. 选择我有特殊情况取消您的住宿或爱彼迎体验 3. 联络我们提出索赔，我们将引导您完成接下来的步骤，其中包括提交任何所需文件并等待我们的团队审核您的案例 重要提示：索赔必须在取消后 14 天内提交。
取消情形,任何取消指南？,不用担心。如果您因为紧急或不可避免的情况需要取消预订，我们可以提供帮助： 我们的特殊情况政策在以下情况下承保： 政府旅行要求的变化。政府机构对签证或护照要求的意外更改阻止了前往目的地的旅行。这不包括丢失或过期的旅行证件或与客人旅行授权相关的其他个人情况。宣布紧急情况和流行病。政府宣布地方或国家紧急情况、流行病、流行病和公共卫生紧急情况。这不包括地方病或通常与某个地区相关的疾病——例如泰国的疟疾或夏威夷的登革热。政府旅行限制。政府机构施加的旅行限制，阻止或禁止前往、停留或返回列表地点。这不包括不具约束力的旅行建议和类似的政府指导。军事行动和其他敌对行动。战争行为、敌对行动、入侵、内战、恐怖主义、爆炸、爆炸、叛乱、骚乱、起义、内乱和内乱。自然灾害。自然灾害、不可抗力、基本公用设施的大规模停电、火山爆发、海啸以及其他恶劣和异常的天气事件。这不包括在该地区可以预见的足够普遍的天气或自然条件，例如佛罗里达州飓风季节发生的飓风。 1. 确保您有任何所需的文件 2. 选择我有特殊情况取消您的住宿或爱彼迎体验 3. 联络我们提出索赔，我们将引导您完成接下来的步骤，其中包括提交任何所需文件并等待我们的团队审核您的案例 重要提示：索赔必须在取消后 14 天内提交。
取消选项,由于 COVID-19，有哪些取消选项？,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
取消选项,由于 COVID-19，是否有任何取消选项？,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
取消选项,由于 COVID-19，是否有任何取消政策？,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
取消选项,我想知道因 COVID-19 而可用的取消选项,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
取消选项,由于covid 19，我可以取消吗？,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
取消选项,由于 Covid-19 取消,如果您的预订是在 2022 年 5 月 31 日或之后进行的，并且 COVID-19 影响了您的旅行计划，则将适用房东的取消政策。我们的特殊情况政策不涵盖因 COVID-19 取消这些预订，但在韩国国内预订的客人或房东感染了 COVID-19 的情况除外。
重新预订取消的预订,如何重新预订已取消的预订？,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
重新预订取消的预订,我可以重新预订已取消的预订吗？,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
重新预订取消的预订,我可以重新预订已取消的预订吗？,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
重新预订取消的预订,我想重新预订已取消的预订,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
重新预订取消的预订,重新预订取消的预订,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
重新预订取消的预订,取消的预订可以重新预订吗？,虽然取消的预订无法恢复，但您可以联络房东重新预订。向房东发送消息，并确保您在重新预订前达成协议。他们会向您发送带有特定商定预订详细信息的特别优惠。您将有 24 小时的时间接受特别优惠。前往旅行并单击已取消选择您要再次预订的预订 单击消息主机 如果您没有获得原始取消预订的全额退款，您可以在重新预订后联络我们申请全额退款。
取消冒险,爱彼迎 Adventures 可以取消吗？,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
取消冒险,我可以取消爱彼迎历险记吗？,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
取消冒险,我可以取消爱彼迎历险记吗？,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
取消冒险,我想取消预订的 爱彼迎 Adventures,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
取消冒险,取消预订 aribnb 冒险,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
取消冒险,预订后几天可以取消以获得全额退款？,爱彼迎 Adventures 与体验的不同之处在于它们需要多天进行，并且可以包括过夜，因此取消政策略有不同。如果您在冒险计划开始前至少 30 天或购买后 24 小时内取消，您可以获得任何冒险的全额退款。够简单！
主机取消保留,我的房东取消了我的预订，我应该期待什么？,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消保留,如果房东取消我的预订会怎样？,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消保留,我的预订被房东取消了,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消保留,如果房东取消我的预订怎么办？,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消保留,房东取消了我的预订,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消保留,房东取消我的预订,发生取消时，您会收到一封电子邮件，其中包含完整的详细信息，包括您的退款信息。退款时间可能因您的付款方式而异。如果您在入住后 30 天内取消预订，我们还可以协助重新预订类似或更好的房源。
主机取消,我的房东想取消我的住宿，我该怎么办？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
主机取消,我的房东想取消我的住宿，我该怎么办？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
主机取消,为什么我的房东想取消我的住宿？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
主机取消,房东要我取消住宿，我该怎么办？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
主机取消,房东可以取消我的住宿吗？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
主机取消,房东可以取消我的住宿吗？,"有时房东无法容纳您的住宿，并且在大多数情况下会提前让您知道坏消息。不要为他们取消 - 向他们发送取消请求，这样您就不会错过获得最佳退款的机会，或者您可以填写屏幕右下角弹出的表格。
前往行程并点击您要取消的行程
点击显示行程详情
单击更改或取消
点击取消预订
在请选择原因下，选择我的主机需要取消
旁边 他们说他们不能再接待你了吗？选择是
单击询问主机取消
房东有 48 小时的时间做出回应。但是，如果您的旅行在一周内开始，他们必须在 24 小时内做出回应。如果他们接受您的请求或不回复，您将获得全额退款。如果他们拒绝，他们应该仍然能够接待您的住宿。

如果您的房东已经取消预订，您的全额退款即将到来。"
房东取消体验,我的房东想取消我的体验，会发生什么？,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
房东取消体验,我的房东想取消我的体验，我需要多长时间才能获得退款？,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
房东取消体验,我的体验已被房东取消,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
房东取消体验,我的房东想取消我的体验，我需要等待多长时间才能获得退款？,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
房东取消体验,房东可以取消我的体验吗？,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
房东取消体验,房东可以取消我的体验吗？,有时，由于天气恶劣和安全问题，房东可能需要在体验之前或体验期间取消。如果发生这种情况，您将获得全额退款，并且您可以根据需要重新预订体验。房东可能取消的另一个原因是，如果他们要求您作为主要客人提供身份证件，但在预订后 3 天内未收到身份证件。同样，如果预订被取消，您将获得退款。
入住顺利,如何顺利入住？,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住顺利,有什么技巧可以顺利办理入住吗？,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住顺利,我想顺利入住，有什么需要知道的吗？,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住顺利,我该怎么做才能顺利办理登机手续？,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住顺利,如何顺利入住,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住顺利,如何顺利入住？,查找您的预订详细信息 转到您的旅行页面以查找重要信息，例如地址、房东的联络信息和您的账单收据。入住信息通常在预订开始前 3 天提供。与您的房东沟通 在您抵达日期之前，向您的房东发送消息以确认： 入住和退房时间 抵达详情 钥匙交换或其他访问方式 联络信息以及您是否在旅途中无法使用电话或互联网 任何您可能有的其他问题 抵达时 亲自交换钥匙 一些房东可能想亲自迎接您，给您钥匙或他们住处的进入密码。如果是这样，请查看旅行建议，以便在发生航班延误、恶劣天气或道路封闭等情况时有额外的时间见面。其他登记入住方式 其他选择包括： 自助登记入住 带有输入说明的短信 将钥匙留在保险箱中 让邻居、房东或门卫会见客人
入住说明,在哪里可以找到我的入住说明？,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住说明,我在哪里可以获得入住说明？,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住说明,我想找到我的入住说明,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住说明,在哪里可以找到我办理登机手续的说明？,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住说明,入住说明,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住说明,如何找到我的入住说明？,前往旅行并单击显示更多旅行计划 单击显示详细信息 前往入住和退房以获取入住说明 请务必查看您的电子邮件和消息以获取入住说明。如果距离您的预订不到 48 小时，并且您的入住信息不可用，那么是时候向房东发送信息以获取信息了。
入住问题,如果我在逗留期间出现问题，我该怎么办？,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
入住问题,如果在我逗留期间出现问题，我该怎么办？,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
入住问题,如果我入住的地方在办理入住手续时不干净怎么办？,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
入住问题,如果我住的地方在办理入住手续时不干净怎么办？,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
入住问题,我住的地方不干净,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
